review_text,good_score
"I cant begin to desribe the wrongness of this one.  Pure, unadulterated, skunk piss.  If you cant learn to bottle your beer correctly, stop making beer.",0.0
"Bottle 0.33l. A clear light yellow colour with an average white head. An aroma of malt and vegetable. The taste is medium sweet. A light body, watery texture, soft carbonation and abrupt finish.",0.0
"12 oz. bottle poured into my trusty stein- poured light golden yellow, mild carbonation, bubbly white head slowly disappeared.  Aroma of malt, grain, and a sugar note.  Hits the mouth with a defined thin body, sweet malt taste, a very small hop finish.  I wouldnt turn one down if offered to me.",0.0
It is a boor when you work hard in the garden on a sunny day.,0.0
"Light yellow gold with foamy white head.  Typical lager nose - hops, honey, and skunk. Sweet honey body with a metallic aftertaste.",0.0
i found this beer on the world beer tour at old chicago in grand rapids.  it tastes like your tipical holland beer...i.e. grolsch and heini,0.0
Gracias a quien sea porque esto no se compra a menos que no tengamos mas q tomar y estemos bien lejos de una tienda,0.0
"Draft @ Hop Devil Grill. Really malty, roasted aroma with cereal. Taste is weirdly hoppy with a lively carbonation. Flavors of lightly buttered toast, fresh grains, nuts and sugary sweetness. Not bad but I wouldnt go back for a full pint.",0.0
"Can:	Small white head on top of a clear yellow golden colored beer.	Smell malts with some hops and spices.	Taste is a mix of malts, hops, grass and grains.	Light bitter aftertaste, disappears rather quick.	Medium carbo, tingling mouthfeel, low body and watery texture.",0.0
"33 cl bottle.	Pours clear pale yellow color with medium steady head. Aroma is spices, citrus, apricot, some cheese, grass and some floral notes. Flavour is spices, citrus, some sweet fruits and dry hay. Very refreshing and rather pleasant non-alcoholic beverage, even though there is some weird mustard flavour on the background. Surprising.	3224",0.0
"Surprisingly yeasty aroma for a lager.  Pours with a slight, short-lived head.  Light body, sweet without being syrupy, minimal hops, but plenty of yeast.  Soft palate with a very clean finish.",0.0
"Das Pils der Brauerei, die fr ihre Bockbiere bekannt ist, trumpft mit satt-gelber Farbe und einem Geruch nach Heu und Karamell. 	Der Geschmack ist hopfig-krftig ausgeprgt. Im Mittelteil ist es malzig, gefolgt von einem herben Abgang. 	Insgesamt ein schnes Pilsener; charaktervoll. 	Sogar das Etikett wei auf Grund seiner Schlichtheit zu gefallen.Test vom 19.11.2006, Gebinde: Glasflasche",0.0
"Short stubby bottle from Morrissons clearance shelf. 4.8% ABV. Grainy aroma. Sweet, soft grainy pale lager with low carbonation. Some fruity character thats unwelcome. Cheap and nasty.",0.0
"Cant smell anything.  Decent beer, not worth searching out and buying again.  I bought a 6pack 4 weeks ago and now just finished the last one..that should tell you everyting.",0.0
"From a embossed 11.2 oz. green bottle with a notched freshness date on the back label.		Poured a clear reddish cola brown with a nice fluffy head that settled into a thin sudsy, slightly creamy, lacing.		Aromas of caramel covered milk chocolate, a little roasty and earthy mineral.		Good medium carbonation and a crisp, dryish, smooth light bodied mouthfeel.		Tastes of a lightly roasted malts, caramel and milky chocolate, mineral with some toasted grainy metallic edges, a subtle dark fruitiness, not much in the way hops, I wondering if the metallic came from hops and not the grains, and a dryish dark malty finish.		An o.k. Schwarzbier/Dunkel, passable drinkability, but it will be awhile before I try this again.",0.0
"Draught at Den tatoverede Enke, Kbenhavn.	Clear yellow coloured with a medium sized white head.	Fruity aroma of malts and hay with notes of grain.	Flavour of malts, hay, grain and hops.	Hoppy finish.",0.0
"Bottled@SBWF2008. Yellow colour, small head. Aroma is malts, some hay and quite nice hoppyness. Flavour is the same. Watery, but not that harsh. A quite pleasant Low Alcohol beer.",0.0
Pours a dark auburn with nice head. Aroma is lightly malty with a hint of smoke. Flavor is roasted with dark malts. finishes sweet and with a light body. very nice overall.,0.0
330ml bottle labeled Einbecker SchwarzbierPoured an ice tea color brown with a thick head that is slowly settling down. Aroma is slightly roasted with a note of caramel. Body is a bit on the flat side. Flavor is a bit sweet and a bit weak also. Finishes dry. Overall very average and not worthy of future consumption.,0.0
"(Bottle was 1,5 month out of date). Golden color, frothy head, almost no carbonation. TAste is hoppy (floral), light malty and medium bitter. Long finish",0.0
"Golden pour with a hint of range.  Light loud and bubbly head.  Grassy hoppy nose.  Somewhat sweet thin mouth.  Easy to drink but not much there.  Slightly herby in the finish.  Nothing wrong with this, but nothing special either.",0.0
I with catadobe on pretty much every aspect with this one.,0.0
"I remember buying cartons of these when I was broke. $30 bucks a pop is pretty good down under. At that price anything tastes good. These days, not so good",0.0
"33 cL bottle. Pours dark brown with a deep amber hue, clear, and a huge light brown head. Sweet almost honey like aroma with an underlying grainy note. Slight roasted malt flavour a bit like dark bread is the first flavour, followed by a short bit of sweetness before a slight citric and then bitter flavour kicks in. The bread flavour is persistent throughout with a slight mouldy touch. Decent but somewhat too simple.",0.0
"Dark brown and clear. Has an off-white head, mostly lasting. Sweet aroma, caramel, malt. Flavor starts heavy sweet and finish sweet too, bitter notes though.",0.0
"Bought a 4-pack of 16oz cans  to go with a huge pot of Three Bean, Three Alarm, Venison Chili.  $3.99 at the local Winn Dixie grocery.  Pours pale golden with a white head that doesnt last.  Aroma is nice, sweet fruit and malt.  Flavor is better than expected considering the low price.  Sweet malt and fruit, very smooth, and a touch of bitterness at the end.  Gave me the impression of a watered down Belgian Blonde instead of pilsener.  Tasted decent to me, but maybe I was just happy to have something to put out the fire from that chili.",0.0
"330 ml bottle. Finland.	Pale yellow colour with small white head.	Aroma is wheat, some sweetness, citrus and some malt in the background. 	Flavour is sweet sugary candy, some wheat, banana and something quite artificial. But its not that bad. Its drinkable but too sweet. After all its 0.0% and best (also the first) Non Alcoholic Witbier for me so far.",0.0
"Blah , boring macro euro lager, avoid it nothing great, just tons of foam, skunk and boring texture. Seriously how many more boring beers do we need.",0.0
"Bottle, labelled ""Schwarzbier."" Pours dark mahogany with thin beige head. The aroma is a little bit of toast, pancake syrup, some caramel, some hints of dried fruits. The flavor is mild sweetness with some toffee and burnt caramel, dried fruits, and an ever so slight hint of grassy hops. The finish is semi sweet and not very long lasting. Ok beer.",0.0
Hazy pale yellow coloured beer with small white head and no carbonation visible. A herby bit hoppy aroma. Full slight sparkling palate. Finish is yeasty spicy ending dry. Nice one.,0.0
"Originally rated October 2009. Bought a six-pack of this one at the LCBO (thank God - on special)... and was not expecting much. Urine smelling malt aromas at first pour. Then, metallic sewage. Then corn. Light golden colour, decent-size white head that is thin and disappears quickly like fizz stuff and does not have any lacing. Thin watery mouthfeel with hardly any taste. Chemical malts maybe, and I actually think Bud Light might be better... ha, ha. Had a few from the can over Monday Night Football and found it gross and unappealing. Now, testing from the glass... even worst. Yukkie poo !",0.0
"Can. A golden beer with a white head. The aroma has notes of unfermetable sugar, and brewing mash. The flavor is sweet with notes of malt, unfermetable sugars, and brewmash. Thanks pinball for sharing.",0.0
"Canned. Clear golen in colour. Rich white head, lacings. It has a sweet hoppy aroma.  The flavour is sweet, malty and hoppy. The  carbonation is on the rich side and it has a fruity aftertaste.",0.0
at 8 something a twelve pack at the local shop in save. not bad. its to heiniekin what natty is to bud. a cheaper similar version of a product. too many other beers out there to try again. but worth a shot. not horrible.,0.0
Bottle.  Pale yellow colour with a medium white mostly diminishing head. Standard german pilsener with a little less of everything than the standard einbecker pilsener.,0.0
"Typical clear golden color with minimal head.  As soon as the bottle was opened, the skunked aroma was noticeable.  The flavor was slightly acidic, and then mostly sweet.  Not too bad.",0.0
"Pale ales are quite a hard style to rate for me, it feels like its hard to tell the good from the bad. but this one is more on the good side. its got the taste of cereal malts, grass notes and crisp and refreshing taste.",0.0
"500ml can on vacation in Malta, can says 5.0% abv. Golden pour with minimal white head. Sweet malt aroma, with a faint hop finish. Crisp semi sweet flavor, not much hop flavor. Nice refreshing beer here in the hot mediteranean.",0.0
"perhaps the best schwarzbier i have had, though that probably doesnt say a lot.  dark brown with beige head.  nice malty aroma and flavor.  solid.",0.0
"Pours a dark copper brown with off white head. a little smell of caramel, bread and dark fruits. Taste is not much different with all of those pronounced and the darker grains and fruit in finish. A taste of kiwi in finish added a nice and surprising twist.",0.0
Small bottle at Riga Airport. The bottle says 5%. Pours a blonde colour with a thin white head. Aroma of yeast and barley. Similar flavours with a light grassy hop finish. Low carbonation and CO2 prickle.,0.0
"Bottle, courtesy of fonefan. It pours more or less unclear, pale yellow in color and with a small, white head. The aroma is reminiscent of that of a witbier, but it feels way too chemical and artificial. It tastes much the same, artificial lemon and loads of coriander, both initially and in the end. If this was a regular strength witbier I doubt anyone would drink it. 110320",0.0
"Draught. Clear golden colour, short lastign white bubbly head. Aroma and flavour of grass and grains with the flavour also having some bitterness. Boring.",0.0
"(Bottle into dimpled mug)  I was rather surprised by this one.  I expected a Schwarzbier to be black and heavy on the roast, to the point where I could taste it.  This had none of that.  The pour was a dark, deep brown, which is attractive, but when you can see through to the bottom of the glass, schwarz it is not!  A thin head formed then was gone almost immediately.  There was no real aroma I could put my finger on.  There was a hint of a roast and a little pepper, but nothing remarkable.  The drink itself was very disappointing.  I expect something of this style to be a little thicker and have bold flavor. 		Upon letting this one sit for a while to warm, I found that the flavors did develop nicely and there was a bit of a caramel malt that came out and gave this some character.  Still not my favorite, but not too bad afterall!",0.0
Shenandoah throwdown.  Thanks to wickedpete.  Orange-brown pour with a thick off-white head.  Lots hops on the aroma- piny with some citrus and grass.  Very and dry and bitter flavor.  Grassy hops finish.  Fresh grains balance out the hops.  Good IPA,1.0
can left behind after a party.	I wasnt expecting much but its not bad actually.,0.0
"Nice dark brown with what seem to be some dark greens/greys. Interesting color I havent seen much of.  Small fizzy head, very clear body.  Aroma of hops (hallertauer possibly), and some faint yeast.  Begins with a zip of carbonation and has hints of cane sugar, anise and hops.  Pretty crisp finish with a slightly chewy body that is prone to thinning as it warms.  A good beer, but as has been said, nothing terribly unique.",0.0
"500 ml can - ""Co-Op Dutch Lager"". Straw colour with creamy white head; good depth of flavour with lots of malt and hops; rather straightforward and surprisingly good.",0.0
"Drinkable.  Thin, watery, and almost metallic flavor.  It doesnt taste ""bad"", but it leaves a lot to be desired.  Malt notes are very light, and it is slightly skunky.  It has a more personality than most american megabrews, but its nothing to get excited about.",0.0
"Can, weak as piss UK 3% version. Pale gold, thin white head and moderate condiition No noticable aroma, low sweet malt in the mouth and a short sweet chalky finish.",0.0
"Can (from Co-op as ""Dutch lager"", BB 11/2010). 	Clear golden color, small white head. Mild pear aroma. Light fruity pear flavor. A bit grainy. Totally useless.",0.0
"Nice darker gold color.  Not a lot of head.  It had a slight malt note, but NO noticable hops.  I'd drink it if it was around.  Nothing great.",0.0
"33cl bottle bought at Gas-station near Hannover. Pours dark amber brown with a creamy white head. Caramel, sugar & liquiorice - light malty roasted flavor. Ashy malty note. Medium bodied. Good dunkel!",0.0
"Inoffensive, not a bad beer for a hot day. Malt and corn aroma with grassy hops. Pale gold color with a huge head. Flavor is mild with a typical pilsner taste. Malt up front and a little bitterness at the end. Sweet clinging aftertaste and thin palate but overall its easy drinking.",0.0
"On tap into a flute glass.		Pours an extremely dark brown, with a slight amount of light penetration. Its a relatively clear brew with a tan head.  Not much to the nose here. Its malty and a tiny bit yeasty like bread. Extremely mild.  Subdued malts on the palate. I do not really find any hops to speak of, which I was expecting in a Schwarzbier. Nice crisp and clean finish.  A light bodied beer with moderate carbonation. It has a silkiness to it though.  My first exposure to a Schwarzbier. A good beer that just surprises with its milder flavors, smells, and ABV considering its appearance. I knew what to expect, and still I was surprised. A great beer for when you want multiple darks.		Serving type: on-tap",0.0
"(Bottled) Opaque yellow with a small head. Sweet candy nose with wheat and apparently also acacia extract (no idea what that smells like). Flavor continues to be candy-wheaty, and reminds me of Witbier mixed with Sprite. Quite light body, but not bad for a NA. Quite a lemonade, like Two Dogs, but identifiable as a wit. Witbier seems to be a great style for producing NA beer substitutes - maybe even better than Hefeweizen. Ive had probably around 20 of these during the summer, which is rare for any beer.",0.0
"Very bad taste, too sweet I dont know why they call it a witbier, I cant even call it a bier, smells bad and taste is too much caramel inside.",0.0
"Bottled.  Poured clear light-medium golden with a well-retained cap of white head.  The aroma was sweet with toasted grains and bready notes accented by a little grassy character.. smells like the brewing process was cut short rather than extracing the booze after the fact.  The flavor was sweet again with sourdough bread and Cheerios at the core.. more bitter than expected on the edges with grassy notes, amplified by prickly carbonation.. soaked grains on the short, sweet finish.  Light-bodied and rather sharp on the palate (combination of bitterness, some sourness, and carbonation).. not bad overall.",0.0
"Tallahassee, Fl. - Albertsons Liquor Store. Light golden pour, initial fluffy white head. Sweet, saaz induced hoppy aroma - edging to skunky but somewhat pleasant. Some cake mix sweetness rolls over the tonque initially and is followed up by some pepper and grassiness. Somewhat refreshing and thirst quenching. Thickish, somewhat creamy mouthfeel. Typical northern Euro lager - but not bad. Will be my lawnmower beer for the next few weeks as I bought a whole 12 - glad its palatable!",0.0
Bottle. Frothy white good mostly lasting head. Very pale yellow colour. Ugly bready and powerfull!!! aroma and flavor. Exstremely watery palate. Really bad stuff.,0.0
"(Bottle was 1,5 month out of date). Golden color, frothy head, almost no carbonation. TAste is hoppy (floral), light malty and medium bitter. Long finish",0.0
"Broke out this gem to help JaBier check one of the last styles off his list. The beer is a pale yellow color with a thin and fizzy white head that disappears quickly. Minimal lacing on the glass. Mild hops aroma with a bit of grain. Light body with mildly bitter hops and grainy malt flavors. The finish is short with a grassy hops note that actually has some flavor. Nothing exciting, but actually better than a lot of the non-NA Pale Lagers out there.",0.0
"Golden color, middle head. Hoppy bitter aroma. Bitter flat taste. Boring...",0.0
Can. Pours pale gold with a large foamy white head. Sort of a sweet grain aroma. Flavor is grain. Not much hop. A bit papery. Does end detectably bitter. Not recommended.,0.0
"very flavorful beer, not bad. i think this is the best dutch beer that ive had so far. goes down easy and has a good flavor to it",0.0
"nice dark lager, beep brown with  burgundy highlights.  nose of toasty bread.	thin mouthfeel but smooth. taste is basic roasted malt with notes of chocolate. has some hops in the finish.",0.0
"Can 50 cl. Pours a pale golden with a medium white head and a skunky aroma. The taste is thin and skunky hoppy, I tend to like a lot of cheap beers but this one is just rubbish, I dont even drink this when its free. Why do they call this ""bire de luxe""?",0.0
hazy gold white coloured body with a white head a spicy herby aroma a spicy herby citrus sweet taste with a sweet bitter finish,0.0
"very flavorful beer, not bad. i think this is the best dutch beer that ive had so far. goes down easy and has a good flavor to it",0.0
"(Can 50 cl) Courtesy of MiP. Clear, pilsener golden with a small, white head. Aroma of malt and brewing cereal. Medium body with a sweetish, unclean malt profile with accents of brewing cereal. A whiff of sulphur and almost no bitterness. 230807",0.0
"Not a schwarzbier as it was described at Paradiso. Pours a clear deep red with a thin, off-white head that leaves no lace. Aroma is maraschino cherries. Taste is black cherry soda. Very easy to drink. Light-bodied. Very doppelbock like- too weak for a schwarzbier and no roast character. Not sure why that would be a ""trendier"" label if its just plain incorrect.",0.0
"Hoppy and grainy aroma and taste. Not the best stuff used but this beer is drinkable. Bit skunky in the nose. Appearance is clear, golden coloured with a not lasting white head. Moderate sweet, moderate bitter. Mostly quite watery. Available at Dirk van den Broek.",0.0
"Its in a green bottle and not skunked, well good start so far. A cloudy yellow appearance. Almost no aroma exists and the flavor is crisp with some corny and grassy flavors coming through. Overall its more boring than anything. Perhaps Cheri would enjoy getting a dutch windmill.",0.0
"Bottle from C1000. Clear light golden colour, white head. Nose is sweet malted, bit of hops. Flavour is slightly malty. Fairly bitter finish.",0.0
"Stanky skunk lager aroma.  Crystal clear.	Clean lager flavor, some grassy earthiness in there.  	Its ok for a lager, but your better off with Urquell.		Palate is a little rough for a lager, not overcarbed like many lager are.",0.0
"At the aldi, bottle 33cl, troeble golden, foamy head, very bad one with bad ingredients like arabic gom, E414 maltose, at the aldimarkt only in a 6pack, 5 1/2 beers to a waste.",0.0
"Bottled. Amber coloured, not much head. Aroma of caramel, sweet malts and a bit roast. Flavour is plum, alcoholl and dark fruits. Still quite watery and slightly metallic also.",0.0
"THOUGHTS: Kind of like Heineken in a different bottle. Not very good.	TECHNICAL: Bottle. Poured a clear, light to medium yellow with a small , white head that mostly diminished. The aroma was light grain and moderate grassy hops. The initial flavor was lightly sweet and acidic and slightly sour, while the finish was moderately sweet and acidic and lightly to moderately bitter with a short duration. The flavor was mostly grainy malt and grassy hops. The light body was a little dry with fizzy carbonation and a lightly astringent and slightly metallic finish.",0.0
Aldi bier. Ik dronk het in juli op een warme dag en dan is deze te zoet. Hij voelt zelfs lobberig aan. Maar als ik het drink op een verkeerd moment dan is dat niet de schuld van de brouwer.,0.0
"(Bottle) Yellow colour, slightly hazy, with frothy white head. Fruity, wheaty nose with notes of citrus, honey and white bread. Fruity, wheaty taste with citrus (lemon, mandarin), white bread, floral hints of jasmin and white bread. Thin body, with just a touch of sweetness. Quite refreshing and better than expected.",0.0
"Pours a four finger white head that fades quickly leaving a good lace.  Crystal clear amber color.  Medium-strong carbonation and light bodied.  Slight hoppy nose, traces of skunkiness.  Starts with a slight sweetness, late hoppy/bitter finish.  Another green bottle that doesnt cut it.  $1.50 for a 12oz bottle from Capital Convenience Concord, NH.",0.0
"Bottle courtesy, no thats not right; BIG THANKS to Fratto. Appearance is clear as hell. Light straw color. Bubbly head. Aroma is soapy grains with light sweetness. Small butter. Watery mouthfeel. Bubbly also. Flavor is dry grains with a sharp metallic flavor. Yikes.",0.0
superb beer at this pricing and should be bestt for novice drinkers! Taste is neutral and should please most first time drinkers.,1.0
Hazy straw colour. Exceptionally high level of sweetness. Sour lemon sherbert acidity. Unpleasant.,0.0
"330ml bottle.  fluffy head and a deep thick maplewood hue. thin, smoky aroma, juicy dark berries, black cherries in the nose as well.  on teh palate, juicy, fruity, and mildly sweet.  the finish is slightly bitter, stone fruit flavors, and dr pepper like carbonation.",0.0
"Bottle 33 cl. Pours a clear yellow with a neat dense white head. Aroma of unmalted grain and metal. Thin and watery, grainy accents with a metallic touch and a distinct hoppiness in the finish. 090110",0.0
"Golden colour, thin head, not like,..but its a cheap supermarkt one, had thise on lots of time in different cans/bottles",0.0
"Not really sure where to class this beer... but it is decent none the less.  Pours a dark purplish red.  a little head, and a moterate amount of carbonation.  Taste is very on dimentional.  Same taste throughout the glass.  the taste is a smooth chochlate roasted nut flavor.  not very complex, but tasty none the less.",0.0
"Frothy head. Malty chocolate aroma and flavor. Sweetish with some licorice. Nice and easy beer with enough flavor, but lacks some ""bite"".",0.0
"Standard lager color, big bubbled whitte head. Metallic aroma. No carbonation at all, this beer feels very watery and thin. Mildly hopped ending, flavor has little note of some fruit and malt. Basic lager without carbonation, not very good.",0.0
"Coffee and roated tones with a typical German taste.  Very drinkable and enjoyable.  Smooth, slightly skunky bottle.  Good value for the $.",0.0
"From a 12 oz. stubby green bottle with a coded freshness date on the bottom of back label.		Poured a clear yellowish golden with a foamy white head that settled into a thin lacing.		Well, this smells like your typical Dutch pale macro lager, that funky grassiness with a little grain husk, a lightly backing sweet pale malts.		The right amount of steady carbonation and a crisp, smooth light bodied mouthfeel.		Bland euro lager tasting, grain husks and sweet, sugary pale malts, the hops are softly bitter and a bit neutral tasting, some light veggie flavor and a dryish sweet grainy finish, passable macro drinkability.		This is cheaper than Heineken with little else to recommend it.",0.0
"Bottle w/ the Schwarzbier labe.  Poured a dark brown; Aroma was not too strong, with some roasted malt and chocolate.  Flavor was about the same.  Find most of the style about like this; good and drinkable, but nothing great at all.",0.0
"(bottle) Dark brown to amber colour with a steady foamy off-white head. Shy nose of nuts and roasted malts. Soft bittersweet flavour. Only light to medium bodied, sharp carbonated. Slight taste of roasted malts with notes of coffee and an unexciting dry and hoppy finish.",0.0
Yellow beer with a white head. Corn sweet aroma along a grainy maltyness. Malty and sweet flavor with a light sweaty note.,0.0
"0,3 liter fles. Hij ruit net als alle weizen. De smaak vind ik iets kunstmatig maar alleszins acceptabel. boven verwachting.",0.0
Pours mahogany red with foamy off-white head. Lots of roasted aroma with a doughy feel. Not much mouthfeel - but a lot of roasted aftertaste with some chocolate tones.,0.0
"(330ml bottle thanks to the best Pale Lager supplier a guy could know, Fratto) very pale yellow, nice lacing, fine white bubbles. Nose of a skunk, corn. Taste of corn and skunk, cracker, grain, GROSS. This is awful.",0.0
"330ml can as Bavaria Holland Beer. Yellow-gold body. Filmy layer with laceworks. A touch of mild grass to the nose. Sweet flavoured water, otherwiise tasteless and nearly offensive. Vapid (Dubrovnik, 24.08.2008).",0.0
"Bought at Franprix.  50 cL can for 1 euro.  My can says 5% alcohol, not 4.7%.    		Smells better than most beers this price from the Franprix hobo beer section.  Tastes a little sweeter than most crappy pale lagers.  Gross cheap beer aftertaste, as would be expected. But you can pour it into a glass and still drink it without gagging.  It tastes even better slammed out of the can.  It reminds me of my fondest Miller Lite memories.  		Better than some of the other 1 euro beers.  Better than a can of 1664 too.",0.0
"Growler at Shenadoah Throwdown thanks to wickedpete. Pours a clear deep ruby red with a large, grayish head. Nice lace. Nose adds coffee and sweet cherry syrup/grenadine. Taste is malty, tart, thin, a little weak on the palate. Gets soapy. Light bodied.",0.0
Kinda skunky malty aroma with hints of wheat.  The color is a golden yellow with carbonation. No head. The tastes is yeasty kinda a hint of malt and bitter. The mouth feel is slightly harsh with no finish Kinda like a bud,0.0
"13.07.2011. 0,33l Bottle. Systembolaget Charlottenberg. Very sweet wheaty aroma. Very plessant flavour. Good bitterness with hoppy aromas with notes of banana. Lasting sweet aftertaste leaves a good flavour and you actually want one more!",0.0
Bottle. Poured dark brown with a large frothy light brown head that was lasting with good lacing. Moderate roasted malt toffee aroma. Medium body with a smooth texture. Medium roasted sweet flavor with a sweet finish of moderate duration.,0.0
"i expected this beer to suck, and it does indeed.  i would rather have a cheap american macro than another one of these skunky-ass imports.",0.0
Can. Golden colour with a small white head. Aroma and flavour of malt and hops.,0.0
"UPDATED: FEB 3, 2004 Draught at The Rover, Gothenburg, Sweden.	A rocky, longlasting head but not much of an aroma.	A bit burnt i the flavour and it gives you a chalky palate.",0.0
"UPDATED: DEC 11, 2008 [bottle - 11.2 oz] Dark brown pour with a thin tan head. Very mild aroma thats slightly sweet and malty with a hint of fruit. The flavor is very dry and metallic. It has hints of sweet malts and fruit, but its mainly metal. Rather unpleasant.",0.0
"A was just reading this ratebeer article by toddlintown about beer and calories. I think this must be a perfect beer for low-cal consumers. It tastes like water su it must have the same amount of calories. The thing about water is that I love to drink water. So can I rate this beer bad. Especially because I just had a 10km walk in the sun. It's refreshing so that's a good point. But compared it to others beer it's tasteless. Light skunky aroma. Golden color, white head, good lace. Almost no flavor, light malty, light body. Short finish. Mine was 4.7% ABV by the way.",0.0
Source:12 oz bottle from Mount Juliet Beer Company	Glass:Sam Adams perfect pint. 	Appearance:Dark amber pour with a one finger off white head.  	Aroma:Aroma was caramel and green bottle funk. 	Flavor:Sweet malts with a metallic finish. 	Palate:Medium body with solid carbonation.	Overall:Pretty sub par.  Green bottles are gross.,0.0
Pretty weak cheap nasty shop own brand beer. oh it smelled nasty and tasted much like the garish orange can it was in. horrible,0.0
"Can:	This is just another bad product! Same as other pilsners and pale lagers, but with the exception that this is actually bad!	Not well balanced, which does not make you get another one for sure!",0.0
This is Haineken without the skunk. Flavor sucks though. Acidic indigested vomit. Theres nothing more to it.,0.0
"Pours yellow / light amber. Not much bubbling. 2 inch, tiny empty bubble foam head. Smells like skunk coming out of the bottle. Smells like corn syrup or sugar upon closer inspection. Tastes like carbonated sugar water, reminds me of honeycomb cereal. Sweet finish.",0.0
"This beer could be a hit with a ""whip out your Einbecker"" campaign.  Pours black with a small tan head.  Its a dark red when held up to the light.  All malt in the nose, a touch of chocolate and toffee.  Very smooth and crisp, just the slightest touch of roasted flavor in the aftertase.   Hints of coffee.  Hop bitterness in the corner of the mouth.  Very nice.",1.0
"Bottle. Golden color. Flowery aroma with hints of soap and pineapple. Thin, grainy, perfumed flavor. Sweet, almost sugary. Even a bit aloholic. I not impressed.",0.0
"another one i plucked off the shelf in a small store in the french alps....same old sh*t different day....european lager/pils. whatever you want call it. i call it bland and uninteresting.  get a slurpee, much more flavor.",0.0
"Salty, soy, chalky aroma with some bready malts.  Clear deep brown with low tan head that recedes to ring.  Somewhat sweet and bready malt profile with nutty, grapey and lightly roasty notes.  Mild finishing bitterness.  Sweetness is lasting in the aftertaste.  Clean, medium-light body with fairly prickly carbonation. Bottle sampled at Ashleys in Ann Arbor, MI.",0.0
burned. little sweet. light.,0.0
"Clear golden, dishwashing foamy head. Hayish hoppy aroma, little honey. Lightly malty flavor, hayish hops, little honey, somehow a bit stuffy. Light bodied, small bubbled carbonation. Alright hoppiness, but still the factory-made stamp sticks out.",0.0
ok this is like drinking water with alcohol ... after you mow the lawn on a hot ass day and you want to Hydrate yourself with a kick ... buy this beer,0.0
"Draught. Clear golden colour, short lastign white bubbly head. Aroma and flavour of grass and grains with the flavour also having some bitterness. Boring.",0.0
"99p can labelled Lynx Pilsner, but reading between the lines, this is whats in my glass. Clear yellow with a dying head of fluff. Sweetcorn, blade of grass and peanut butter aroma. Once warm I can detect Munich-like biscuity pale malt and herbal hop traces, and something lemony. Really. Loads of sweetcorn and cornflake beyond, no hop or malt flavours discernible. Sweet and adjuncty, but no off notes to justify tipping it. Cornflake aftertaste. Nowhere near shit enough to make it into my bottom 100. Refreshing and brainless.",0.0
bottle from aldi. Weird aroma. beer looks like a wit but tastes weird. Gets better along the way but I prefer better wits.,0.0
"13/10 0.33 l can from Carrefour, Cannes. This should be replacement for the awful Bruckbier! So, lets see. It poured golden body with medium to bigger head. Weak aroma, some lemony and grassy hops. Slightly bitter from lemony hops, but also sourish corny flavor. Honey malt are its base. Medium bodied with longer sweetish and pleasant finish. Its not bad at all, quite boring it is, but it has its own special,  ale spirit that I liked!",0.0
"Good dark color with good head and some lacing.  Smell was more like a grain/bread smell than anything else.  Now after say all the good things, the taste was disappointing.  It tasted like a nothing special light beer.",0.0
"Pale yellow and light on foam, this beer has a clean taste and some hoppiness... still, it's a fairly standard example of Dutch lager (and no, it doesn't taste like Heinekin... Hollandia is nowhere near as bitter).",0.0
"Purchased a six buck six pack at the ""Aldi"" on Harrison Avenue in Green Township (suburban Cincinnati), Ohio - ALRIGHT, THIS ISNT AN OUTSTANDING BEER.... its very much a cheaper, lesser bodied, golden Heinekin clone. Yes, its bland, but its not really worse than several other cheap Eurolagers, su feh.",0.0
"Can, 4.7%. Clear pale yellow colour. Small white head. The flavour is grainy, slightly sweet. Some grain sourness, but not too unpleasant.",0.0
"Pours a deep walnut colored body with edges of amber. The head is a light kaki color, fairly fluffy and dense. I aroma brings hints of freshly grated coconut, chocolate, a vague hint of cold coffee with the always delightful accompaniment of toffee malt. Although the palate is more like a glass of syrupy Coca-Cola the flavor brings all the tasty notes that I mentioned in the aroma, actually more. I find some sweet hints of raisins, and figs, a little plum.. fudge and a hint of burnt wood. Although this brew is loosely complex it is rather enjoyable and one that is awfully easy to drink!",0.0
Can. Coutesy Saxo. Creamy white good mostly lasting head. Yellow colour. Light malty and moderate hoppy aroma. Light bitter flaor. Average light bitter finish. Surprinsingly hoppy. Watery palate but not that thin.,0.0
I found this beer on a low budget trip to NYC. We were in spanish harlem and found six packs for 5 bucks. I hate to admit this but I just wanted a cheap beer to go with my dinner. Suprisingly this beer tastes just like Heinieken which I don't mind drinking. Pretty good lager with a crisp taste and a pleasant tart afterglow. Have a couple they really don't fill you up. A good thirsty man's beer.,0.0
"I got this one in Warsaw (last day of our honeymoon) .Aroma of maize and alc . Not much of gas , pale brew . And yes it did got some of metalic taste with some hops .",0.0
"Clear,chestnut. Decent head. Nose of german malt, molasses. Weak palate, has some nice maltiness and some grainy touches but thats about it. Water finish and a piss poor body. Average brew.",0.0
"thin metallic hoppy nose, bog standard lager appearance, horrid metallic/chemical flavour, watery, traces of hops??, metallic finish, very thin, the can looks similar to a Heineken cold filtered can and this stuff tastes pretty much as bad.",0.0
"UPDATED: FEB 2, 2006 It was very light, too lager, but it has a nice flavor. Good in a hot day. Light and clear, very nice coloured.",0.0
